idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
1541,Youtube,Icelandic Hero,https://www.youtube.com/@Icelandic_hero,美国,3260,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
940,Youtube,Rocking Chauhan ,https://www.youtube.com/@RockingChauhan008,美国,3240,否,Other,低,Fetch error; rocking/music focus suggests non-gaming.,B-confirmed-other
1272,Youtube,ProKat,https://www.youtube.com/@Prokat_,美国,3230,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1385,Youtube,KING MORGAN,https://www.youtube.com/@ravensfan21223,美国,3210,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
759,Youtube,YourFriendJacob,https://www.youtube.com/@YourFriendJacob,美国,3120,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1533,Youtube,Jas Plays,https://www.youtube.com/@iamjasplays,美国,3100,否,Other,低,Fetch error; name suggests gaming but no confirmation,B-confirmed-other
318,Youtube,Official Gameplay Studios,https://www.youtube.com/@officialgameplaystudios9650,美国,3080,否,Other,低,Fetch error; name suggests gaming but unconfirmed.,B-confirmed-other
620,Youtube,BLOOD.YOUTUBE,https://www.youtube.com/@BLOOD.YOUTUBE,美国,3070,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
916,Youtube,Rolling With PoPo Jones,https://www.youtube.com/@RollingWithPoPoJones,美国,3060,否,Other,低,Fetch error; lifestyle/vlog name suggests non-gaming content.,B-confirmed-other
369,Youtube,NishaGloss,https://www.youtube.com/@NishaGloss,美国,3050,否,Other,低,Fetch error; Gloss in name suggests beauty/lifestyle.,B-confirmed-other
942,Youtube,Lost Rattle,https://www.youtube.com/@lostrattle,美国,3010,否,Other,低,Fetch error; name provides no gaming indicators.,B-confirmed-other
1545,Youtube,leannuh47,https://www.youtube.com/@leannuh47,美国,2980,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
372,Youtube,Kisha,https://www.youtube.com/@Lifewithkish,美国,2970,否,Other,低,Fetch error; lifestyle-oriented handle suggests non-gaming.,B-confirmed-other
1378,Youtube,Lunar ִֶָ.,https://www.youtube.com/@LunarTheGod,美国,2970,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
511,Youtube,Stetzyy,https://www.youtube.com/@stetzyy,美国,2960,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
752,Youtube,PapaChestyP,https://www.youtube.com/@PapaChestyP,美国,2960,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
250,Youtube,AB Jemes,https://www.youtube.com/@ABJemes,美国,2930,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
855,Youtube,Ryve Genesis,https://www.youtube.com/@RyveGenesis,美国,2890,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
938,Youtube,Nikolai Capone,https://www.youtube.com/@NikolaiCapone,美国,2890,否,Other,低,Fetch error; name alone insufficient for classification.,B-confirmed-other
619,Youtube,Stefs Rock Show,https://www.youtube.com/@StefsRockShow,美国,2780,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
912,Youtube,NITRO NITRA,https://www.youtube.com/@NITRONITRA,美国,2760,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1529,Youtube,Alfredo Sequeida,https://www.youtube.com/@AlfredoSequeida,美国,2760,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
128,Youtube,Pein,https://www.youtube.com/@pein3480,美国,2750,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
332,Youtube,SBGAMING213,https://www.youtube.com/@SBG213,美国,2750,否,Other,低,Fetch error; name suggests gaming but unconfirmed.,B-confirmed-other
352,Youtube,Mic2good,https://www.youtube.com/@Mic2good,美国,2750,否,Other,低,Fetch error; name provides no gaming context.,B-confirmed-other
438,Youtube,Erick,https://www.youtube.com/@echainzz,美国,2750,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
524,Youtube,zenzfi,https://www.youtube.com/@zenzfi,美国,2750,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1362,Youtube,IHave11DUIs,https://www.youtube.com/@IHave11DUIs,美国,2750,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
922,Youtube,Ron Mraz,https://www.youtube.com/@ronmraz,美国,2680,否,Other,低,Fetch error; personal name suggests lifestyle/vlog channel.,B-confirmed-other
1187,Youtube,TAVOTIKAS,https://www.youtube.com/@TAVOTIKAS,美国,2670,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
808,Youtube,Hobikage,https://www.youtube.com/@Hobikage,美国,2650,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
904,Youtube,Doky_vod9921,https://www.youtube.com/@doky_vod9921,美国,2640,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
392,Youtube,Jaira Che,https://www.youtube.com/@JairaChe,美国,2630,否,Other,低,Fetch error; personal name suggests non-gaming content.,B-confirmed-other
943,Youtube,Taina Ivette,https://www.youtube.com/@TainaIvette,美国,2620,否,Other,低,Fetch error; personal name suggests lifestyle content.,B-confirmed-other
212,Youtube,Who Dat Pat,https://www.youtube.com/@whodatpat504,美国,2610,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
1640,Youtube,PXN Official,https://www.youtube.com/@PXN_official,美国,2610,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
196,Youtube,Weston Borba,https://www.youtube.com/@WestonWednesdays,美国,2570,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
760,Youtube,SavageRaf,https://www.youtube.com/@SavageRaf,美国,2540,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1169,Youtube,Carlito Peralta Jr,https://www.youtube.com/@tiggahtigz,美国,2540,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
286,Youtube,HeyAmethystMay,https://www.youtube.com/@AmethystMay_,美国,2530,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1415,Youtube,BABYXJAY,https://www.youtube.com/@BABYXJAY,美国,2520,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
722,Youtube,Civan_sr,https://www.youtube.com/@Civan_sr,美国,2500,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1242,Youtube,MRTAKEYOURRISK,https://www.youtube.com/@MRTAKEYOURRISK,美国,2480,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
279,Youtube,Spycer,https://www.youtube.com/@spycer,美国,2470,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1387,Youtube,taytay,https://www.youtube.com/@taytalksalot,美国,2470,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
338,Youtube,JoshSTATiX,https://www.youtube.com/@JoshSTATiX,美国,2460,否,Other,低,Fetch error; name unclear without About content.,B-confirmed-other
885,Youtube,PlayNextXD,https://www.youtube.com/@PlayNextXD,美国,2460,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
263,Youtube,SovereignNae,https://www.youtube.com/@Sovereignnae,美国,2450,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
363,Youtube,EndlessCemetery,https://www.youtube.com/@EndlessCemetery,美国,2450,否,Other,低,Fetch error; name ambiguous without confirmation.,B-confirmed-other
828,Youtube,Crusader,https://www.youtube.com/@Crusader,美国,2440,否,Other,低,"Twitch Partner, insufficient About content to confirm gaming focus.",B-confirmed-other
531,Youtube,BABYFACESEV,https://www.youtube.com/@BabyfaceSeven,美国,2430,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1209,Youtube,The Awesome Fossum,https://www.youtube.com/@TheAwesomeFossum,美国,2430,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
621,Youtube,dailyalissa,https://www.youtube.com/@dailyalissa,美国,2410,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1181,Youtube,Ceejaybrand,https://www.youtube.com/@Ceejaybrand,美国,2390,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1363,Youtube,Ayoehh,https://www.youtube.com/@ayoehh,美国,2390,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
132,Youtube,So Please Understand,https://www.youtube.com/@SoPleaseUnderstand,美国,2380,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
751,Youtube,ALCiNE,https://www.youtube.com/@alcineofficial,美国,2380,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1562,Youtube,Franchester Williams,https://www.youtube.com/@FranchesterWilliams,美国,2370,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
144,Youtube,Epic Icons,https://www.youtube.com/@epicicons,美国,2340,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
439,Youtube,Owen Campos,https://www.youtube.com/@OwenCampos,美国,2340,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
374,Youtube,Pretty Brown Eyez (PBE),https://www.youtube.com/@PrettyBrownEyezPBE,美国,2330,否,Other,低,Fetch error; personal/lifestyle name suggests non-gaming.,B-confirmed-other
382,Youtube,Jordan Capili,https://www.youtube.com/@jordancapped,美国,2330,否,Other,低,Fetch error; personal name provides no gaming indicators.,B-confirmed-other
948,Youtube,LifeHack MediaTV,https://www.youtube.com/@LifeHackMEDIATV,美国,2330,否,Other,低,Fetch error; lifehack focus suggests non-gaming.,B-confirmed-other
1586,Youtube,Verdict by MAK,https://www.youtube.com/@VerdictbyMAK,美国,2330,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
173,Youtube,cosmiicsteem,https://www.youtube.com/@cosmiicsteem,美国,2310,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1280,Youtube,Emerson King,https://www.youtube.com/@EmersonKingYT,美国,2310,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
197,Youtube,Anissa Yanira,https://www.youtube.com/@AnissaYanira,美国,2300,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
900,Youtube,Cencu,https://www.youtube.com/@CencuOG,美国,2300,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1191,Youtube,Noufre HCM,https://www.youtube.com/@NoufreHCM,美国,2270,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1587,Youtube,Tandra,https://www.youtube.com/@tandra.,美国,2270,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1663,Youtube,Kennedy Chugg,https://www.youtube.com/@kennedychugg,美国,2270,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
163,Youtube,IYALIM,https://www.youtube.com/@iyalim237,美国,2250,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
396,Youtube,The Sure Shannon Show,https://www.youtube.com/@TheSureShannonShow,美国,2250,否,Other,低,Fetch error; talk show format name suggests non-gaming.,B-confirmed-other
946,Youtube,CL Pushing50,https://www.youtube.com/@clpushing5066,美国,2240,否,Other,低,Fetch error; age reference suggests lifestyle vlog.,B-confirmed-other
925,Youtube,GM,https://www.youtube.com/@GM2000,美国,2230,否,Other,低,Fetch error; generic initials insufficient to classify as gaming.,B-confirmed-other
91,Youtube,Willtecho,https://www.youtube.com/@willtecho,美国,2210,否,Other,低,Fetch error; unable to verify gaming content.,B-confirmed-other
367,Youtube,Nicole Grieco,https://www.youtube.com/@nicolepgrieco,美国,2210,否,Other,低,Fetch error; personal name suggests non-gaming.,B-confirmed-other
538,Youtube,ATLOX,https://www.youtube.com/@ATLOX07,美国,2210,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
832,Youtube,Raiser Games,https://www.youtube.com/@RaiserGames,美国,2200,否,Other,低,"Empty About page, cannot determine content type.",B-confirmed-other
1271,Youtube,GP Hyper,https://www.youtube.com/@GP_hyper,美国,2190,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1372,Youtube,Del Xeno,https://www.youtube.com/@DelXeno,美国,2190,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1436,Youtube,Aye Gee,https://www.youtube.com/@AyeGeeYT,美国,2130,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
617,Youtube,GOLDENXSAINT,https://www.youtube.com/@goldenxsaint,美国,2120,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
783,Youtube,BeanBros,https://www.youtube.com/@BeanandBros,美国,2120,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
287,Youtube,Cluby Fisherman,https://www.youtube.com/@clubyfisherman5852,美国,2090,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1388,Youtube,Bars Central,https://www.youtube.com/@BarsCentral,美国,2090,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
398,Youtube,Nick gilani,https://www.youtube.com/@Nickgilani,美国,2080,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
762,Youtube,TruthGTV,https://www.youtube.com/@TruthGTV,美国,2080,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1649,Youtube,WhiteDesku,https://www.youtube.com/@whitedesku,美国,2080,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
335,Youtube,ItsTamaraaa!,https://www.youtube.com/@itstamaraaatv,美国,2070,否,Other,低,Fetch error; name unclear without About content.,B-confirmed-other
1514,Youtube,Everything Random A Unique Rose,https://www.youtube.com/@EverythingRandomAUniqueRose,美国,2070,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
201,Youtube,Jay Sos,https://www.youtube.com/@jasonsos,美国,2060,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
313,Youtube,Jaz Man,https://www.youtube.com/@JazMan2001,美国,2060,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
133,Youtube,Fancy Watzi,https://www.youtube.com/@krst1watchi,美国,2040,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1584,Youtube,Dirty Folks  ,https://www.youtube.com/@DirtyFolks,美国,2040,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
120,Youtube,Ken Johnson,https://www.youtube.com/@KenJohnsonUSA,美国,2030,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
248,Youtube,Funky Bacalao,https://www.youtube.com/@funkybacalao,美国,2030,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
342,Youtube,Game4life ,https://www.youtube.com/@Game4life965,美国,2030,否,Other,低,Fetch error; generic gaming name insufficient.,B-confirmed-other
933,Youtube,Turbotek_TD,https://www.youtube.com/@Backyardviews,美国,2020,否,Other,低,Fetch error; name suggests non-gaming content.,B-confirmed-other
124,Youtube,NameBeSam,https://www.youtube.com/@NameBeSam,美国,2010,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
138,Youtube,Clawstorm,https://www.youtube.com/@Clawstorm,美国,2010,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
862,Youtube,Its ZYX,https://www.youtube.com/@ItsZYX,美国,1990,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1170,Youtube,Pure Link,https://www.youtube.com/@purelink420,美国,1980,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1503,Youtube,Gameoverse,https://www.youtube.com/@Gameoverse,美国,1970,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
540,Youtube,Rocket_mav,https://www.youtube.com/@rocketmav,美国,1950,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
176,Youtube,Mariah Knight,https://www.youtube.com/@freshwaterpeaches,美国,1940,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
932,Youtube,Hawaii Is Calling  I  Boomers on the Go,https://www.youtube.com/@Hawaiiiscalling,美国,1940,否,Other,低,Fetch error; 'Hawaii' and 'Boomers' suggest travel/lifestyle content.,B-confirmed-other
1172,Youtube,5BestOnes,https://www.youtube.com/@5besstones,美国,1940,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1572,Youtube,ASHTXN,https://www.youtube.com/@ASHTXN01,美国,1940,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1190,Youtube,Graya Overload,https://www.youtube.com/@GrayaOverload,美国,1930,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1485,Youtube,IMPJKR,https://www.youtube.com/@IMPJKR,美国,1930,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
265,Youtube,SandStorm,https://www.youtube.com/@SandStormMeetup,美国,1920,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
646,Youtube,Kj Thornton,https://www.youtube.com/@KjThornton,美国,1920,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1281,Youtube,Tomncat,https://www.youtube.com/@SneakiCat,美国,1920,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
893,Youtube,FiM Gaming,https://www.youtube.com/@FiMGamingZ,美国,1910,否,Other,低,Fetch error; name suggests gaming but unverified.,B-confirmed-other
160,Youtube,Sidalia Urbinati,https://www.youtube.com/@ItsMeSidkitten,美国,1900,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
786,Youtube,CoinFuryTV,https://www.youtube.com/@CoinFuryTV,美国,1900,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
737,Youtube,Dashunthetruth,https://www.youtube.com/@dashunthetruth,美国,1890,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
924,Youtube,YLLMicah ,https://www.youtube.com/@YLLMicah,美国,1890,否,Other,低,Fetch error; generic name insufficient to classify as gaming.,B-confirmed-other
1248,Youtube,5BestOnes,https://www.youtube.com/@5BestOnes,美国,1890,否,Other,低,Fetch error; name suggests ranking/list content.,B-confirmed-other
158,Youtube,Chloe Crane-Leroux,https://www.youtube.com/@ChloeCraneLeroux,美国,1880,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
817,Youtube,Simply Nightshade,https://www.youtube.com/@SimplyNightshade,美国,1880,否,Other,低,"Fetch error; name suggests lifestyle/entertainment, not gaming.",B-confirmed-other
1642,Youtube,Editman RGG2,https://www.youtube.com/@editmanrgg2844,美国,1880,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1179,Youtube,Brucer,https://www.youtube.com/@Brucerval,美国,1860,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
645,Youtube,It’s_Kohli,https://www.youtube.com/@Its_Kohli,美国,1850,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1291,Youtube,BostonDaLamb,https://www.youtube.com/@BostonDaLamb,美国,1850,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
639,Youtube,Aysia B.,https://www.youtube.com/@callmeaysiab,美国,1840,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
785,Youtube,opsxSpectic,https://www.youtube.com/@opsxSpectic,美国,1830,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
628,Youtube,Aliya Ai 89M • views •  1month ago.       ,https://www.youtube.com/@Mukesh777a,美国,1820,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1239,Youtube,KairosVisuals,https://www.youtube.com/@KairosVisuals,美国,1820,否,Other,低,"Fetch error; name suggests visual content, unclear.",B-confirmed-other
245,Youtube,Lockleth,https://www.youtube.com/@Lockleth,美国,1810,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
359,Youtube,RoniVert,https://www.youtube.com/@ronivert,美国,1810,否,Other,低,Fetch error; no About data available.,B-confirmed-other
391,Youtube,Abhi DueCool,https://www.youtube.com/@AbhiDueCool,美国,1810,否,Other,低,Fetch error; personal name provides no gaming indicators.,B-confirmed-other
1666,Youtube,Rae,https://www.youtube.com/@raevelry,美国,1800,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
883,Youtube,SprukiSaga,https://www.youtube.com/@sprukisage,美国,1790,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
721,Youtube,WestSide Coolicc,https://www.youtube.com/@WestSideCoolicc,美国,1770,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
518,Youtube,Pocket M's,https://www.youtube.com/@PocketMs,美国,1760,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
618,Youtube,Habibi Dug,https://www.youtube.com/@habibidug,美国,1760,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1535,Youtube,CarlG3,https://www.youtube.com/@CarlG3,美国,1750,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
136,Youtube,More Tanker156 ,https://www.youtube.com/@MoreTanker156,美国,1740,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
172,Youtube,Moments With Ayantu,https://www.youtube.com/@momentswithayantu0525,美国,1730,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1375,Youtube,GourmGames,https://www.youtube.com/@GourmGames,美国,1730,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1546,Youtube,Schwag Gaming and Music,https://www.youtube.com/@SchwagGamingandMusic,美国,1710,否,Other,低,Fetch error; name suggests gaming but no confirmation,B-confirmed-other
282,Youtube,ItsTete,https://www.youtube.com/@ItsTete,美国,1700,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1283,Youtube,imbills,https://www.youtube.com/@imbills,美国,1700,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1585,Youtube,Justyn Levi,https://www.youtube.com/@JustynLevi,美国,1700,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
180,Youtube,Greg A,https://www.youtube.com/@HeyGreggie,美国,1690,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
770,Youtube,Kinetic Play,https://www.youtube.com/@KineticPlay,美国,1690,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
194,Youtube,Katie Mehaffey,https://www.youtube.com/@KatieMehaffey,美国,1680,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
857,Youtube,Miss Shay Tart,https://www.youtube.com/@missshaytart,美国,1680,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
947,Youtube,Jeffrey Tu,https://www.youtube.com/@jeffreytu,美国,1680,否,Other,低,Fetch error; personal name provides no gaming indicators.,B-confirmed-other
1234,Youtube,RowdyRichh,https://www.youtube.com/@RowdyRichh,美国,1670,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
630,Youtube,Rio And Kala,https://www.youtube.com/@RioAndKala,美国,1650,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
718,Youtube,Okami's Den,https://www.youtube.com/@DenofOkami,美国,1650,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
920,Youtube,Hugz,https://www.youtube.com/@hugmuffinzz6559,美国,1650,否,Other,低,Fetch error; generic name insufficient to classify as gaming.,B-confirmed-other
1396,Youtube,TafariTV,https://www.youtube.com/@TYfariguy,美国,1650,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
195,Youtube,Grace Renkemeyer,https://www.youtube.com/@gracerenkemeyer,美国,1640,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
284,Youtube,OPMulti,https://www.youtube.com/@opmulti,美国,1640,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
417,Youtube,Logical's Planet,https://www.youtube.com/@LogicalplanetYT,美国,1640,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
727,Youtube,GuruJames,https://www.youtube.com/@Guru-James,美国,1640,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
738,Youtube,Highness ,https://www.youtube.com/@yt_Highness,美国,1640,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
931,Youtube,YinYangTK,https://www.youtube.com/@YinYangTK,美国,1620,否,Other,低,Fetch error; generic name insufficient to classify as gaming.,B-confirmed-other
1219,Youtube,Gamers with coffee.,https://www.youtube.com/@Gamerswithcoffee,美国,1620,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1245,Youtube,Bagz And President Ross,https://www.youtube.com/@BagzAndPresident,美国,1620,否,Other,低,Fetch error; name suggests entertainment/comedy.,B-confirmed-other
1270,Youtube,twills,https://www.youtube.com/@twills1096,美国,1620,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1515,Youtube,Sunnys Place,https://www.youtube.com/@SunnysPlaceLLC,美国,1620,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
505,Youtube,MhBro,https://www.youtube.com/@mhbro0,美国,1610,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
921,Youtube,FP Top Gear,https://www.youtube.com/@FPTopGear,美国,1610,否,Other,低,"Fetch error; 'Top Gear' suggests automotive content, not gaming.",B-confirmed-other
733,Youtube,Peach ,https://www.youtube.com/@thatpastelbabe,美国,1600,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
761,Youtube,Ash Swoon,https://www.youtube.com/@ashswoon,美国,1600,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
242,Youtube,LochVaness,https://www.youtube.com/@LochVaness,美国,1580,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
543,Youtube,Neomatter,https://www.youtube.com/@Neomatter3420,美国,1580,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
918,Youtube,ClubVegas Ace,https://www.youtube.com/@clubvegasace,美国,1580,否,Other,低,"Fetch error; 'ClubVegas' suggests entertainment/lifestyle, not gaming.",B-confirmed-other
1596,Youtube,Aura Dub ,https://www.youtube.com/@Auradub1,美国,1560,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
390,Youtube,ItsHappy,https://www.youtube.com/@itshappy4962,美国,1550,否,Other,低,Fetch error; insufficient data to classify.,B-confirmed-other
1672,Youtube,troppm,https://www.youtube.com/@matustropp,美国,1550,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
610,Youtube, Irene Evergreen,https://www.youtube.com/@ireneevergreen1007,美国,1540,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
792,Youtube,Rosechi,https://www.youtube.com/@ItsRosechi,美国,1540,否,Other,低,Fetch error; insufficient data to confirm gaming content.,B-confirmed-other
1511,Youtube,TMF Wifey,https://www.youtube.com/@TMFWifey,美国,1540,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
216,Youtube,YoJerms,https://www.youtube.com/@YoJerms,美国,1530,否,Other,低,Unable to fetch About page; insufficient data.,B-confirmed-other
500,Youtube,SkxSilentZ,https://www.youtube.com/@SkxSilentZ,美国,1530,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
504,Youtube,xipy,https://www.youtube.com/@xipylol,美国,1530,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1559,Youtube,SOLO SEASON,https://www.youtube.com/@SoloSeason,美国,1530,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1284,Youtube,EYEBEE43,https://www.youtube.com/@EYEBEE43,美国,1520,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
256,Youtube,Jaavis,https://www.youtube.com/@Jaavis_,美国,1510,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
302,Youtube,GameStudioChannel+,https://www.youtube.com/@GameStudioChannelPlus,美国,1510,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
917,Youtube,Desiray Mershani,https://www.youtube.com/@Desiraymershani,美国,1510,否,Other,低,Fetch error; personal name suggests lifestyle/vlog channel.,B-confirmed-other
515,Youtube,Beast In Samurai,https://www.youtube.com/@BeastInSamurai,美国,1500,否,Other,低,Fetch error; insufficient data for classification.,B-confirmed-other
1227,Youtube,Games World,https://www.youtube.com/@GamesWorldTT,美国,1490,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
1516,Youtube,GraceNaturalee,https://www.youtube.com/@GraceNaturalee,美国,1490,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
750,Youtube,Over Idea,https://www.youtube.com/@Overidea.,美国,1480,否,Other,低,Fetch error; insufficient data for classification,B-confirmed-other
